UNITID,total_faculty,female_faculty_percent,male_faculty_percent,diversity_category,faculty_size_category,faculty_description,diversity_index,asian_faculty_percent,black_faculty_percent,hispanic_faculty_percent,white_faculty_percent
482459,63,14.3,85.7,Moderate,Small,63 faculty (personal attention) | Male-majority faculty (85.7%) | Moderately diverse faculty | Strong 28.6% hispanic faculty representation,0.571,0.0,14.3,28.6,57.1
126076,63,0.0,100.0,Low,Small,63 faculty (personal attention) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
422835,63,57.1,42.9,High,Small,"63 faculty (personal attention) | Gender-balanced faculty (57.1% female) | Highly diverse faculty | Strong 28.6% black faculty, 42.9% hispanic faculty representation",0.653,0.0,28.6,42.9,28.6
227429,63,55.6,44.4,Low,Small,63 faculty (personal attention) | Gender-balanced faculty (55.6% female) | Emerging faculty diversity | Strong 88.9% black faculty representation,0.198,0.0,88.9,11.1,0.0
260813,63,77.8,22.2,Moderate,Small,63 faculty (personal attention) | Female-majority faculty (77.8%) | Moderately diverse faculty,0.346,0.0,0.0,0.0,22.2
142090,63,28.6,71.4,Low,Small,63 faculty (personal attention) | Male-majority faculty (71.4%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
139153,63,28.6,71.4,Moderate,Small,63 faculty (personal attention) | Male-majority faculty (71.4%) | Moderately diverse faculty | Strong 71.4% black faculty representation,0.449,14.3,71.4,0.0,14.3
441131,62,43.5,56.5,Low,Small,62 faculty (personal attention) | Gender-balanced faculty (43.5% female) | Emerging faculty diversity,0.248,0.0,14.5,0.0,85.5
438504,62,3.2,96.8,Moderate,Small,62 faculty (personal attention) | Male-majority faculty (96.8%) | Moderately diverse faculty | Strong 35.5% hispanic faculty representation,0.535,3.2,0.0,35.5,58.1
454865,62,87.1,12.9,High,Small,"62 faculty (personal attention) | Female-majority faculty (87.1%) | Highly diverse faculty | Strong 35.5% black faculty, 25.8% hispanic faculty representation",0.658,0.0,35.5,25.8,38.7
146977,61,57.4,42.6,High,Small,61 faculty (personal attention) | Gender-balanced faculty (57.4% female) | Highly diverse faculty | Strong 52.5% black faculty representation,0.633,8.2,52.5,8.2,27.9
445054,60,16.7,83.3,Moderate,Small,60 faculty (personal attention) | Male-majority faculty (83.3%) | Moderately diverse faculty | Strong 16.7% asian faculty representation,0.403,16.7,0.0,0.0,75.0
108861,60,53.3,46.7,High,Small,"60 faculty (personal attention) | Gender-balanced faculty (53.3% female) | Highly diverse faculty | Strong 23.3% asian faculty, 38.3% black faculty, 15.0% hispanic faculty representation",0.722,23.3,38.3,15.0,23.3
137272,60,53.3,46.7,Moderate,Small,60 faculty (personal attention) | Gender-balanced faculty (53.3% female) | Moderately diverse faculty | Strong 53.3% hispanic faculty representation,0.579,11.7,0.0,53.3,35.0
450304,60,50.0,50.0,Moderate,Small,"60 faculty (personal attention) | Gender-balanced faculty (50.0% female) | Moderately diverse faculty | Strong 16.7% asian faculty, 25.0% black faculty representation",0.569,16.7,25.0,0.0,58.3
369002,60,41.7,58.3,Low,Small,60 faculty (personal attention) | Gender-balanced faculty (41.7% female) | Emerging faculty diversity,0.153,0.0,8.3,0.0,91.7
125718,60,0.0,100.0,Low,Small,60 faculty (personal attention) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.292,8.3,0.0,8.3,83.3
152451,60,16.7,83.3,Low,Small,60 faculty (personal attention) | Male-majority faculty (83.3%) | Emerging faculty diversity,0.153,0.0,0.0,8.3,91.7
475398,60,15.0,85.0,Low,Small,60 faculty (personal attention) | Male-majority faculty (85.0%) | Emerging faculty diversity | Strong 15.0% hispanic faculty representation,0.255,0.0,0.0,15.0,85.0
157298,60,50.0,50.0,Moderate,Small,60 faculty (personal attention) | Gender-balanced faculty (50.0% female) | Moderately diverse faculty | Strong 25.0% black faculty representation,0.375,0.0,25.0,0.0,75.0
144014,59,49.2,50.8,High,Small,59 faculty (personal attention) | Gender-balanced faculty (49.2% female) | Highly diverse faculty | Strong 49.2% black faculty representation,0.629,8.5,49.2,8.5,33.9
154536,59,49.2,50.8,Moderate,Small,"59 faculty (personal attention) | Gender-balanced faculty (49.2% female) | Moderately diverse faculty | Strong 16.9% asian faculty, 15.3% black faculty representation",0.488,16.9,15.3,0.0,67.8
461759,58,36.2,63.8,Low,Small,58 faculty (personal attention) | Male-majority faculty (63.8%) | Emerging faculty diversity | Strong 100.0% black faculty representation,0.0,0.0,100.0,0.0,0.0
217077,58,41.4,58.6,Low,Small,58 faculty (personal attention) | Gender-balanced faculty (41.4% female) | Emerging faculty diversity,0.185,0.0,0.0,0.0,89.7
445799,58,0.0,100.0,Low,Small,58 faculty (personal attention) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.128,0.0,6.9,0.0,93.1
194736,56,0.0,100.0,Low,Small,56 faculty (personal attention) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
461528,56,25.0,75.0,Low,Small,56 faculty (personal attention) | Male-majority faculty (75.0%) | Emerging faculty diversity,0.219,0.0,12.5,0.0,87.5
207254,56,10.7,89.3,Moderate,Small,56 faculty (personal attention) | Male-majority faculty (89.3%) | Moderately diverse faculty,0.316,0.0,3.6,3.6,82.1
134510,56,25.0,75.0,Low,Small,56 faculty (personal attention) | Male-majority faculty (75.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
457086,56,50.0,50.0,Low,Small,56 faculty (personal attention) | Gender-balanced faculty (50.0% female) | Emerging faculty diversity | Strong 100.0% asian faculty representation,0.0,100.0,0.0,0.0,0.0
226879,56,50.0,50.0,Low,Small,56 faculty (personal attention) | Gender-balanced faculty (50.0% female) | Emerging faculty diversity,0.219,0.0,12.5,0.0,87.5
441070,56,0.0,100.0,High,Small,56 faculty (personal attention) | Male-majority faculty (100.0%) | Highly diverse faculty | Strong 16.1% asian faculty representation,0.654,16.1,0.0,0.0,51.8
126359,56,75.0,25.0,Low,Small,56 faculty (personal attention) | Female-majority faculty (75.0%) | Emerging faculty diversity,0.219,0.0,0.0,12.5,87.5
188678,56,75.0,25.0,Moderate,Small,56 faculty (personal attention) | Female-majority faculty (75.0%) | Moderately diverse faculty,0.406,0.0,12.5,12.5,75.0
494278,56,75.0,25.0,Low,Small,56 faculty (personal attention) | Female-majority faculty (75.0%) | Emerging faculty diversity | Strong 100.0% hispanic faculty representation,0.0,0.0,0.0,100.0,0.0
242112,55,72.7,27.3,Low,Small,55 faculty (personal attention) | Female-majority faculty (72.7%) | Emerging faculty diversity | Strong 100.0% hispanic faculty representation,0.0,0.0,0.0,100.0,0.0
169099,55,18.2,81.8,Moderate,Small,55 faculty (personal attention) | Male-majority faculty (81.8%) | Moderately diverse faculty | Strong 18.2% hispanic faculty representation,0.545,9.1,9.1,18.2,63.6
219842,55,12.7,87.3,Moderate,Small,55 faculty (personal attention) | Male-majority faculty (87.3%) | Moderately diverse faculty | Strong 25.5% black faculty representation,0.499,0.0,25.5,9.1,65.5
450571,54,83.3,16.7,Low,Small,54 faculty (personal attention) | Female-majority faculty (83.3%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
448600,54,100.0,0.0,Low,Small,54 faculty (personal attention) | Female-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
447351,54,83.3,16.7,High,Small,"54 faculty (personal attention) | Female-majority faculty (83.3%) | Highly diverse faculty | Strong 16.7% asian faculty, 50.0% hispanic faculty representation",0.611,16.7,0.0,50.0,33.3
146728,54,55.6,44.4,High,Small,"54 faculty (personal attention) | Gender-balanced faculty (55.6% female) | Highly diverse faculty | Strong 18.5% black faculty, 16.7% hispanic faculty representation",0.621,9.3,18.5,16.7,55.6
419244,54,0.0,100.0,Low,Small,54 faculty (personal attention) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
188207,54,100.0,0.0,Low,Small,54 faculty (personal attention) | Female-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
449083,54,16.7,83.3,Low,Small,54 faculty (personal attention) | Male-majority faculty (83.3%) | Emerging faculty diversity | Strong 100.0% hispanic faculty representation,0.0,0.0,0.0,100.0,0.0
481401,54,0.0,100.0,High,Small,"54 faculty (personal attention) | Male-majority faculty (100.0%) | Highly diverse faculty | Strong 16.7% asian faculty, 33.3% hispanic faculty representation",0.722,16.7,0.0,33.3,33.3
110060,54,16.7,83.3,Moderate,Small,"54 faculty (personal attention) | Male-majority faculty (83.3%) | Moderately diverse faculty | Strong 66.7% asian faculty, 16.7% hispanic faculty representation",0.5,66.7,0.0,16.7,0.0
490106,54,33.3,66.7,Low,Small,54 faculty (personal attention) | Male-majority faculty (66.7%) | Emerging faculty diversity | Strong 83.3% asian faculty representation,0.278,83.3,0.0,0.0,16.7
202435,54,83.3,16.7,Low,Small,54 faculty (personal attention) | Female-majority faculty (83.3%) | Emerging faculty diversity | Strong 16.7% black faculty representation,0.278,0.0,16.7,0.0,83.3
231095,54,66.7,33.3,Low,Small,54 faculty (personal attention) | Female-majority faculty (66.7%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
456205,54,16.7,83.3,High,Small,"54 faculty (personal attention) | Male-majority faculty (83.3%) | Highly diverse faculty | Strong 50.0% black faculty, 33.3% hispanic faculty representation",0.611,0.0,50.0,33.3,16.7
392415,54,83.3,16.7,Low,Small,"54 faculty (personal attention) | Female-majority faculty (83.3%) | Emerging faculty diversity | Strong 83.3% black faculty, 16.7% hispanic faculty representation",0.278,0.0,83.3,16.7,0.0
494250,52,73.1,26.9,High,Small,52 faculty (personal attention) | Female-majority faculty (73.1%) | Highly diverse faculty | Strong 19.2% black faculty representation,0.701,3.8,19.2,0.0,46.2
448433,52,0.0,100.0,Moderate,Small,52 faculty (personal attention) | Male-majority faculty (100.0%) | Moderately diverse faculty | Strong 15.4% hispanic faculty representation,0.586,7.7,3.8,15.4,61.5
122649,52,65.4,34.6,Low,Small,52 faculty (personal attention) | Female-majority faculty (65.4%) | Emerging faculty diversity | Strong 17.3% hispanic faculty representation,0.286,0.0,0.0,17.3,82.7
176451,52,0.0,100.0,Low,Small,52 faculty (personal attention) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
232797,52,80.8,19.2,Low,Small,52 faculty (personal attention) | Female-majority faculty (80.8%) | Emerging faculty diversity,0.275,0.0,7.7,3.8,84.6
488785,50,50.0,50.0,Low,Small,50 faculty (personal attention) | Gender-balanced faculty (50.0% female) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
124283,50,40.0,60.0,High,Small,50 faculty (personal attention) | Male-majority faculty (60.0%) | Highly diverse faculty | Strong 50.0% asian faculty representation,0.68,50.0,10.0,10.0,10.0
179317,50,70.0,30.0,Moderate,Small,50 faculty (personal attention) | Female-majority faculty (70.0%) | Moderately diverse faculty | Strong 20.0% black faculty representation,0.46,10.0,20.0,0.0,70.0
383996,50,56.0,44.0,Moderate,Small,50 faculty (personal attention) | Gender-balanced faculty (56.0% female) | Moderately diverse faculty | Strong 28.0% hispanic faculty representation,0.403,0.0,0.0,28.0,72.0
413680,50,8.0,92.0,High,Small,"50 faculty (personal attention) | Male-majority faculty (92.0%) | Highly diverse faculty | Strong 24.0% black faculty, 24.0% hispanic faculty representation",0.765,4.0,24.0,24.0,32.0
378576,50,18.0,82.0,Moderate,Small,50 faculty (personal attention) | Male-majority faculty (82.0%) | Moderately diverse faculty,0.435,0.0,0.0,0.0,32.0
215309,49,79.6,20.4,Low,Very Small,49 faculty (intimate setting) | Female-majority faculty (79.6%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
137962,49,57.1,42.9,Low,Very Small,49 faculty (intimate setting) | Gender-balanced faculty (57.1% female) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
140146,49,69.4,30.6,Moderate,Very Small,49 faculty (intimate setting) | Female-majority faculty (69.4%) | Moderately diverse faculty | Strong 79.6% black faculty representation,0.346,10.2,79.6,10.2,0.0
143233,49,59.2,40.8,Low,Very Small,49 faculty (intimate setting) | Gender-balanced faculty (59.2% female) | Emerging faculty diversity | Strong 18.4% black faculty representation,0.3,0.0,18.4,0.0,81.6
155496,49,14.3,85.7,Low,Very Small,49 faculty (intimate setting) | Male-majority faculty (85.7%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
151810,49,59.2,40.8,Moderate,Very Small,49 faculty (intimate setting) | Gender-balanced faculty (59.2% female) | Moderately diverse faculty | Strong 40.8% black faculty representation,0.483,0.0,40.8,0.0,59.2
188517,49,40.8,59.2,Low,Very Small,49 faculty (intimate setting) | Gender-balanced faculty (40.8% female) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
170091,49,14.3,85.7,Low,Very Small,49 faculty (intimate setting) | Male-majority faculty (85.7%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
224244,49,42.9,57.1,Low,Very Small,49 faculty (intimate setting) | Gender-balanced faculty (42.9% female) | Emerging faculty diversity,0.245,0.0,14.3,0.0,85.7
446233,48,29.2,70.8,Moderate,Very Small,48 faculty (intimate setting) | Male-majority faculty (70.8%) | Moderately diverse faculty,0.413,0.0,0.0,0.0,70.8
245892,48,45.8,54.2,Moderate,Very Small,48 faculty (intimate setting) | Gender-balanced faculty (45.8% female) | Moderately diverse faculty,0.531,4.2,8.3,8.3,66.7
120795,46,50.0,50.0,High,Very Small,"46 faculty (intimate setting) | Gender-balanced faculty (50.0% female) | Highly diverse faculty | Strong 30.4% asian faculty, 19.6% black faculty representation",0.738,30.4,19.6,0.0,30.4
156417,46,15.2,84.8,Low,Very Small,46 faculty (intimate setting) | Male-majority faculty (84.8%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
126605,46,4.3,95.7,Moderate,Very Small,46 faculty (intimate setting) | Male-majority faculty (95.7%) | Moderately diverse faculty,0.435,4.3,8.7,8.7,73.9
212975,46,39.1,60.9,Low,Very Small,46 faculty (intimate setting) | Male-majority faculty (60.9%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
482422,45,60.0,40.0,Moderate,Very Small,"45 faculty (intimate setting) | Female-majority faculty (60.0%) | Moderately diverse faculty | Strong 20.0% asian faculty, 20.0% hispanic faculty representation",0.56,20.0,0.0,20.0,60.0
482574,45,20.0,80.0,Moderate,Very Small,"45 faculty (intimate setting) | Male-majority faculty (80.0%) | Moderately diverse faculty | Strong 20.0% asian faculty, 20.0% black faculty representation",0.56,20.0,20.0,0.0,60.0
112570,45,20.0,80.0,Moderate,Very Small,45 faculty (intimate setting) | Male-majority faculty (80.0%) | Moderately diverse faculty | Strong 20.0% black faculty representation,0.56,0.0,20.0,0.0,60.0
493992,45,60.0,40.0,Moderate,Very Small,45 faculty (intimate setting) | Female-majority faculty (60.0%) | Moderately diverse faculty | Strong 20.0% hispanic faculty representation,0.32,0.0,0.0,20.0,80.0
447953,45,20.0,80.0,Moderate,Very Small,45 faculty (intimate setting) | Male-majority faculty (80.0%) | Moderately diverse faculty | Strong 40.0% asian faculty representation,0.48,40.0,0.0,0.0,60.0
237437,45,80.0,20.0,Moderate,Very Small,45 faculty (intimate setting) | Female-majority faculty (80.0%) | Moderately diverse faculty | Strong 20.0% asian faculty representation,0.32,20.0,0.0,0.0,80.0
117575,45,0.0,100.0,High,Very Small,"45 faculty (intimate setting) | Male-majority faculty (100.0%) | Highly diverse faculty | Strong 40.0% asian faculty, 20.0% black faculty representation",0.64,40.0,20.0,0.0,40.0
225876,45,80.0,20.0,Low,Very Small,45 faculty (intimate setting) | Female-majority faculty (80.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
488776,45,40.0,60.0,Low,Very Small,45 faculty (intimate setting) | Male-majority faculty (60.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
381459,45,0.0,100.0,Low,Very Small,45 faculty (intimate setting) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
416458,45,40.0,60.0,Moderate,Very Small,"45 faculty (intimate setting) | Male-majority faculty (60.0%) | Moderately diverse faculty | Strong 60.0% asian faculty, 20.0% hispanic faculty representation",0.56,60.0,0.0,20.0,20.0
149310,45,20.0,80.0,High,Very Small,"45 faculty (intimate setting) | Male-majority faculty (80.0%) | Highly diverse faculty | Strong 20.0% asian faculty, 20.0% black faculty, 20.0% hispanic faculty representation",0.72,20.0,20.0,20.0,40.0
222877,45,40.0,60.0,Moderate,Very Small,45 faculty (intimate setting) | Male-majority faculty (60.0%) | Moderately diverse faculty | Strong 20.0% black faculty representation,0.32,0.0,20.0,0.0,80.0
234137,45,0.0,100.0,Moderate,Very Small,45 faculty (intimate setting) | Male-majority faculty (100.0%) | Moderately diverse faculty | Strong 80.0% black faculty representation,0.32,0.0,80.0,0.0,0.0
384412,45,0.0,100.0,High,Very Small,"45 faculty (intimate setting) | Male-majority faculty (100.0%) | Highly diverse faculty | Strong 40.0% asian faculty, 20.0% black faculty representation",0.64,40.0,20.0,0.0,40.0
459268,45,80.0,20.0,Moderate,Very Small,45 faculty (intimate setting) | Female-majority faculty (80.0%) | Moderately diverse faculty | Strong 20.0% black faculty representation,0.56,0.0,20.0,0.0,60.0
138655,45,60.0,40.0,Moderate,Very Small,"45 faculty (intimate setting) | Female-majority faculty (60.0%) | Moderately diverse faculty | Strong 80.0% black faculty, 20.0% hispanic faculty representation",0.32,0.0,80.0,20.0,0.0
456977,45,0.0,100.0,Low,Very Small,45 faculty (intimate setting) | Male-majority faculty (100.0%) | Emerging faculty diversity | Strong 100.0% hispanic faculty representation,0.0,0.0,0.0,100.0,0.0
455336,45,20.0,80.0,Low,Very Small,45 faculty (intimate setting) | Male-majority faculty (80.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
458441,45,80.0,20.0,Moderate,Very Small,45 faculty (intimate setting) | Female-majority faculty (80.0%) | Moderately diverse faculty | Strong 80.0% black faculty representation,0.32,0.0,80.0,0.0,0.0
116846,44,31.8,68.2,Low,Very Small,44 faculty (intimate setting) | Male-majority faculty (68.2%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
112127,43,53.5,46.5,Moderate,Very Small,43 faculty (intimate setting) | Gender-balanced faculty (53.5% female) | Moderately diverse faculty,0.384,11.6,0.0,11.6,76.7
200873,43,37.2,62.8,Low,Very Small,43 faculty (intimate setting) | Male-majority faculty (62.8%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
101453,42,16.7,83.3,Low,Very Small,42 faculty (intimate setting) | Male-majority faculty (83.3%) | Emerging faculty diversity | Strong 16.7% black faculty representation,0.278,0.0,16.7,0.0,83.3
451228,42,19.0,81.0,Moderate,Very Small,42 faculty (intimate setting) | Male-majority faculty (81.0%) | Moderately diverse faculty,0.404,0.0,4.8,4.8,76.2
139995,42,66.7,33.3,Low,Very Small,42 faculty (intimate setting) | Female-majority faculty (66.7%) | Emerging faculty diversity | Strong 100.0% black faculty representation,0.0,0.0,100.0,0.0,0.0
105215,42,4.8,95.2,Low,Very Small,42 faculty (intimate setting) | Male-majority faculty (95.2%) | Emerging faculty diversity,0.177,0.0,4.8,4.8,90.5
405058,42,0.0,100.0,Low,Very Small,42 faculty (intimate setting) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
182917,42,16.7,83.3,Low,Very Small,42 faculty (intimate setting) | Male-majority faculty (83.3%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
217606,42,0.0,100.0,Moderate,Very Small,42 faculty (intimate setting) | Male-majority faculty (100.0%) | Moderately diverse faculty,0.5,0.0,0.0,0.0,50.0
228486,42,16.7,83.3,Low,Very Small,42 faculty (intimate setting) | Male-majority faculty (83.3%) | Emerging faculty diversity | Strong 83.3% black faculty representation,0.278,0.0,83.3,0.0,16.7
149329,42,0.0,100.0,Low,Very Small,42 faculty (intimate setting) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
127714,42,16.7,83.3,Low,Very Small,42 faculty (intimate setting) | Male-majority faculty (83.3%) | Emerging faculty diversity | Strong 16.7% black faculty representation,0.278,0.0,16.7,0.0,83.3
432524,42,33.3,66.7,Low,Very Small,42 faculty (intimate setting) | Male-majority faculty (66.7%) | Emerging faculty diversity | Strong 16.7% asian faculty representation,0.278,16.7,0.0,0.0,83.3
112084,42,33.3,66.7,Low,Very Small,42 faculty (intimate setting) | Male-majority faculty (66.7%) | Emerging faculty diversity | Strong 16.7% asian faculty representation,0.278,16.7,0.0,0.0,83.3
147396,42,0.0,100.0,Low,Very Small,42 faculty (intimate setting) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.278,0.0,0.0,0.0,83.3
126100,42,11.9,88.1,Moderate,Very Small,42 faculty (intimate setting) | Male-majority faculty (88.1%) | Moderately diverse faculty,0.448,0.0,0.0,0.0,71.4
443049,42,16.7,83.3,High,Very Small,"42 faculty (intimate setting) | Male-majority faculty (83.3%) | Highly diverse faculty | Strong 16.7% asian faculty, 33.3% black faculty representation",0.611,16.7,33.3,0.0,50.0
393649,40,40.0,60.0,Moderate,Very Small,40 faculty (intimate setting) | Male-majority faculty (60.0%) | Moderately diverse faculty | Strong 70.0% hispanic faculty representation,0.48,10.0,10.0,70.0,0.0
155636,40,100.0,0.0,Low,Very Small,40 faculty (intimate setting) | Female-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
177278,40,75.0,25.0,Moderate,Very Small,40 faculty (intimate setting) | Female-majority faculty (75.0%) | Moderately diverse faculty | Strong 37.5% black faculty representation,0.594,12.5,37.5,0.0,50.0
195580,40,0.0,100.0,Low,Very Small,40 faculty (intimate setting) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.219,0.0,0.0,0.0,87.5
434821,40,95.0,5.0,Moderate,Very Small,40 faculty (intimate setting) | Female-majority faculty (95.0%) | Moderately diverse faculty | Strong 75.0% black faculty representation,0.41,0.0,75.0,0.0,15.0
151865,40,62.5,37.5,Low,Very Small,40 faculty (intimate setting) | Female-majority faculty (62.5%) | Emerging faculty diversity,0.219,0.0,12.5,0.0,87.5
126049,38,60.5,39.5,Moderate,Very Small,38 faculty (intimate setting) | Female-majority faculty (60.5%) | Moderately diverse faculty | Strong 23.7% hispanic faculty representation,0.361,0.0,0.0,23.7,76.3
417327,38,68.4,31.6,High,Very Small,38 faculty (intimate setting) | Female-majority faculty (68.4%) | Highly diverse faculty | Strong 31.6% hispanic faculty representation,0.693,0.0,5.3,31.6,36.8
447777,38,42.1,57.9,Moderate,Very Small,38 faculty (intimate setting) | Gender-balanced faculty (42.1% female) | Moderately diverse faculty | Strong 26.3% black faculty representation,0.582,0.0,26.3,5.3,57.9
123448,37,27.0,73.0,Low,Very Small,37 faculty (intimate setting) | Male-majority faculty (73.0%) | Emerging faculty diversity,0.193,0.0,0.0,0.0,89.2
205124,37,0.0,100.0,Low,Very Small,37 faculty (intimate setting) | Male-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
486284,36,50.0,50.0,Moderate,Very Small,36 faculty (intimate setting) | Gender-balanced faculty (50.0% female) | Moderately diverse faculty,0.375,0.0,0.0,0.0,75.0
244233,36,72.2,27.8,High,Very Small,36 faculty (intimate setting) | Female-majority faculty (72.2%) | Highly diverse faculty | Strong 27.8% hispanic faculty representation,0.698,0.0,11.1,27.8,44.4
120166,36,0.0,100.0,Moderate,Very Small,36 faculty (intimate setting) | Male-majority faculty (100.0%) | Moderately diverse faculty | Strong 50.0% asian faculty representation,0.5,50.0,0.0,0.0,50.0
487649,36,0.0,100.0,High,Very Small,36 faculty (intimate setting) | Male-majority faculty (100.0%) | Highly diverse faculty | Strong 25.0% black faculty representation,0.625,0.0,25.0,0.0,50.0
243498,36,50.0,50.0,Low,Very Small,36 faculty (intimate setting) | Gender-balanced faculty (50.0% female) | Emerging faculty diversity | Strong 100.0% hispanic faculty representation,0.0,0.0,0.0,100.0,0.0
457402,36,50.0,50.0,Low,Very Small,36 faculty (intimate setting) | Gender-balanced faculty (50.0% female) | Emerging faculty diversity | Strong 100.0% black faculty representation,0.0,0.0,100.0,0.0,0.0
497286,36,5.6,94.4,High,Very Small,36 faculty (intimate setting) | Male-majority faculty (94.4%) | Highly diverse faculty | Strong 33.3% hispanic faculty representation,0.63,0.0,5.6,33.3,50.0
443571,36,25.0,75.0,Moderate,Very Small,36 faculty (intimate setting) | Male-majority faculty (75.0%) | Moderately diverse faculty | Strong 25.0% black faculty representation,0.375,0.0,25.0,0.0,75.0
200785,36,100.0,0.0,Low,Very Small,36 faculty (intimate setting) | Female-majority faculty (100.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
488305,36,25.0,75.0,Moderate,Very Small,36 faculty (intimate setting) | Male-majority faculty (75.0%) | Moderately diverse faculty | Strong 25.0% black faculty representation,0.375,0.0,25.0,0.0,75.0
231068,36,75.0,25.0,Low,Very Small,36 faculty (intimate setting) | Female-majority faculty (75.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
213181,36,88.9,11.1,Low,Very Small,36 faculty (intimate setting) | Female-majority faculty (88.9%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
450960,36,25.0,75.0,Moderate,Very Small,"36 faculty (intimate setting) | Male-majority faculty (75.0%) | Moderately diverse faculty | Strong 75.0% asian faculty, 25.0% black faculty representation",0.375,75.0,25.0,0.0,0.0
497480,36,100.0,0.0,Moderate,Very Small,36 faculty (intimate setting) | Female-majority faculty (100.0%) | Moderately diverse faculty,0.5,0.0,0.0,0.0,50.0
157207,36,75.0,25.0,High,Very Small,36 faculty (intimate setting) | Female-majority faculty (75.0%) | Highly diverse faculty | Strong 25.0% black faculty representation,0.625,0.0,25.0,0.0,50.0
492069,35,40.0,60.0,Low,Very Small,35 faculty (intimate setting) | Male-majority faculty (60.0%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
155308,35,20.0,80.0,Moderate,Very Small,35 faculty (intimate setting) | Male-majority faculty (80.0%) | Moderately diverse faculty | Strong 20.0% black faculty representation,0.56,0.0,20.0,0.0,60.0
171881,35,42.9,57.1,Low,Very Small,35 faculty (intimate setting) | Gender-balanced faculty (42.9% female) | Emerging faculty diversity,0.245,0.0,14.3,0.0,85.7
193858,35,40.0,60.0,High,Very Small,"35 faculty (intimate setting) | Male-majority faculty (60.0%) | Highly diverse faculty | Strong 40.0% asian faculty, 20.0% hispanic faculty representation",0.64,40.0,0.0,20.0,40.0
175139,35,28.6,71.4,Moderate,Very Small,35 faculty (intimate setting) | Male-majority faculty (71.4%) | Moderately diverse faculty | Strong 28.6% black faculty representation,0.571,14.3,28.6,0.0,57.1
169327,35,60.0,40.0,Moderate,Very Small,35 faculty (intimate setting) | Female-majority faculty (60.0%) | Moderately diverse faculty | Strong 20.0% black faculty representation,0.32,0.0,20.0,0.0,80.0
185758,35,42.9,57.1,High,Very Small,35 faculty (intimate setting) | Gender-balanced faculty (42.9% female) | Highly diverse faculty | Strong 42.9% black faculty representation,0.612,14.3,42.9,0.0,42.9
366368,35,20.0,80.0,Moderate,Very Small,35 faculty (intimate setting) | Male-majority faculty (80.0%) | Moderately diverse faculty | Strong 20.0% black faculty representation,0.32,0.0,20.0,0.0,80.0
146816,34,26.5,73.5,Low,Very Small,34 faculty (intimate setting) | Male-majority faculty (73.5%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
460349,34,26.5,73.5,Moderate,Very Small,34 faculty (intimate setting) | Male-majority faculty (73.5%) | Moderately diverse faculty,0.389,0.0,0.0,0.0,73.5
